,target_text,pred_str
4400,SUGGEST,SUGGEST
4401,WHY IS THE EARTH INSIDE THE MILKY WAY,WHY IS THE EARTH INSIDE THE MILKY WAY
4402,WASH,WASH
4403,PLEASE OFFER THEM A DINNER MINT,PLEASE OFFER THEM A DINNER MINT
4404,PASS THEIR NOTES ALONG,PASS THEIR NOTES ALONG
4405,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
4406,CHEWY,CHEWY
4407,NORMAL,NORMAL
4408,HARDSHIP,HARDSHIP
4409,BUYING THE RING TOOK ALL OF MY MONEY,BUYING THE RING TOOK ALL OF MY MONEY
4410,STARVE,STARVE
4411,TOOTHPASTE,TOOTHPASTE
4412,UNFORTUNATE,UNFORTUNATE
4413,ARE YOU SURE THIS IS OKAY,ARE YOU SURE THIS IS OKAY
4414,SEIZURE,SEIZURE
4415,GIVE KEITH A MOMENT TO THINK,GIVE KEITH A MOMENT TO THINK
4416,FOUR,FOUR
4417,PLAYOFFS,PLAYOFFS
4418,MOUTHS,MOUTHS
4419,BRONCO,BRONCO
4420,ARE ZEBRAS JUST STRIPED HORSES,ARE ZEBRAS JUST STRIPED HORSES
4421,PATHFINDER,PATHFINDER
4422,OBJECTED,OBJECTED
4423,TAKE OFF YOUR HAT PLEASE,TAKE OFF YOUR HAT PLEASE
4424,VASE,VASE
4425,CONCEPT,CONCEPT
4426,DIRECT,DIRECT
4427,ANNOUNCE,ANNOUNCE
4428,HOPEFUL,HOPEFUL
4429,LENGTHEN,LENGTHEN
4430,SHOCK,SHOCK
4431,SOFTEN,SOFTEN
4432,COULD LIZARDS EVER TALK,COULD LIZARDS EVER TALK
4433,WILL YOU PLEASE BATHE,WILL YOU PLEASE BATHE
4434,ONE NINE SEVEN FOUR THREE FIVE FOUR,ONE NINE SEVEN FOUR THREE FIVE FOUR
4435,WITHDRAWN,WITHDRAWN
4436,TECHNOLOGY,TECHNOLOGY
4437,WILL BEETS STAIN MY PANTS,WILL BEETS STAIN MY PANTS
4438,I HOPE THE AIRPLANE WILL GET HIGHER,I HOPE THE AIRPLANE WILL GET HIGHER
4439,DON'T THINK ABOUT IT TOO MUCH,DON'T THINK ABOUT IT TOO MUCH
4440,RED,RED
4441,WE HAD A BIRDS EYE VIEW,WE HAD A BIRDS EYE VIEW
4442,THE SPEAKER BOOMED FROM THE CAR,THE SPEAKER BOOMED FROM THE CAR
4443,NORMAL,NORMAL
4444,CHEWY,CHEWY
4445,HARDSHIP,HARDSHIP
4446,SPOONS,SPO
4447,SUGGEST,SUGGEST
4448,WHY IS THE EARTH INSIDE THE MILKY WAY,WHY IS THE EARTH INSIDE THE MILK EATE
4449,PLEASE OFFER THEM A DINNER MINT,PLEASE OFFER THEM A DINNER  PLEASE
4450,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
4451,SLOGAN,SLOGAN
4452,CULTURES,CULTURES
4453,EMPLOYEES,EMPLOYEES
4454,FOUR SIX FOUR TWO NINE FIVE FOUR,FOUR SIX FOUR TWO NINE FIVE FOUR
4455,INTERRUPT,INTERRUPT
4456,LUMBERYARD,LUMBERYARD
4457,OUR TENT CAN HOLD SIX PEOPLE,OUR TENT CAN HOLD SIX PEOPLE
4458,I LIKE MY MEAT ON A COLD PLATTER,I LIKE MY MEAT IN A COLD BATTER
4459,SAFEWAY,SAFEWAY
4460,FAITHFUL,FAITHFUL
4461,MICROWAVES,MICROWAVES
4462,BIGFOOT,BIGFOOT
4463,YELLOW,YELLOW
4464,YOU CAN SEE BUGS LIGHT UP THE SKY,YOU CAN SEE BUGS LIGHT UP THE SKY
4465,THOUSAND,THOUTSHAND
4466,PUT THE KEY IN THE KEY HOLE,PUT THE KEY IN THE KEY HOLDE
4467,RED,RED
4468,DON'T THINK ABOUT IT TOO MUCH,DON'T THINK ABOUT IT TOO MUCH
4469,ONE NINE SEVEN FOUR THREE FIVE FOUR,ONE NINE SEVEN FOUR THREE FIVE FOUR
4470,WITHDRAWN,WITHDRAWN
4471,I HOPE THE AIRPLANE WILL GET HIGHER,I HOPE THE AIRPLANE WILL GET HIGHER
4472,HOPEFUL,HOPEFUL
4473,LENGTHEN,LENGTHSEPT
4474,CONCEPT,CONCEPT
4475,DIRECT,DIRECT
4476,SHOCK,CHOCK
4477,SOFTEN,SOFTEN
4478,WILL YOU PLEASE BATHE,WILL YOU PLEASE BATHE
4479,BUYING THE RING TOOK ALL OF MY MONEY,BUYING THE RING TOOK ALL OF MY MONEY
4480,UNFORTUNATE,UNFORTUNATE
4481,STARVE,STARVE
4482,ARE YOU SURE THIS IS OKAY,ARE YOU SURE THIS IS OKAY
4483,FOUR,FOUR
4484,PLAYOFFS,PLAYOFFS
4485,OBJECTED,OBJECTED
4486,VASE,VASE
4487,TAKE OFF YOUR HAT PLEASE,TAKE OFF YOUR HAT PLEASE
4488,HOOF,HOOF
4489,ALLOWING,ALLOWING
4490,CLIFFHANGER,CLIFFHANGER
4491,PAY ALBERT FOR THE FRESH WATER,PAY ALBERT FOR THE FRESH WATER
4492,TAB,ATAB
4493,NINE NINE SIX NINE SIX ONE ZERO,NINE NINE SIX NINE SIX ONE ZERO
4494,EDGAR DOES NOT HAVE A JOB,EDGAR DOES NOT HAVE A JOB
4495,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
4496,WISEGUY,WISEGUY
4497,SPOONS,SPOONS
4498,HIS CAR THUNDERED DOWN THE ROAD,HIS CAR THUNDERED DOWN THE ROAD
4499,YOUR SHADOW ALWAYS FOLLOWS YOU,YOUR SHADOW ALWAYS FOLLOWS YOU
4500,REAL,REAL
4501,SAN DIEGO IS VERY GREEN THIS YEAR,SAN DIEGO IS VERY GREEN THIS YEAR
4502,EVEN YOUR EARS SWEAT IN A SAUNA,EVEN YOUR EARS SWEAT IN A SAUNA
4503,DOUG THINKS HE WILL WIN THE RACE,DOUG THINKS HE WOULD WIN THE RACE
4504,PATHETIC,PATHETIC
4505,UPWARD,UPWARD
4506,STOOGES,STOOGES
4507,PUSH,PUSH
4508,SCREWDRIVER,SCREWDRIVER
4509,WHO WILL THE SOLDIER VOTE FOR,WHO WILL THE SOLDIER VOTE FOR
4510,HONEY CAN GET STICKY,HONEY CAN GET STICKY
4511,BREATH,BREATH
4512,MOISTURE,MOISTURE
4513,FLAGPOLE,FLAGPOLE
4514,PLAYHOUSE,PLAYHOUSE
4515,THURSDAY,THURSDAY
4516,UNDERNEATH,UNDERNEATH
4517,SQUEEGEE,SQUEEGEE
4518,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
4519,THE BRIEFCASE IS OPEN NOW,THE BRIEFCASE IS OPEN NOW
4520,RUGBY,RUGBY
4521,EXPLOSION,EXPLOSION
4522,BEYOND,BEOMD
4523,YANKEE,YANKEE
4524,THATCH,THATCH
4525,TRAUMA,TRAUMA
4526,YOU CAN SAVE WATER IN YOUR BATHTUB,YOU CAN SAVE WATER IN YOUR BATHTUB
4527,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS,IT CAN ONLY BE A GOOD CIRCUS WITHOUT EFENCSE
4528,CROSS,CROSS
4529,EIGHT,EIGHT
4530,ONE,ONE
4531,AVERAGE,AVERAGE
4532,WE SHOULD TRY TO SAVE THE WHALES,WE SHOULD TRY TO SAVE THE WHALES
4533,SIX,SIX
4534,TWO SIX FOUR ZERO TWO FOUR SIX,TWO SIX FOUR ZERO TWO FOUR SIX SIX FOUR SIX
4535,THE ANGRY CHEF COOKED HIS VEGETABLES,THE ANGRY CHEF COOKED HIS VEGETABLES
4536,DON'T MAKE THE SAME MISTAKES TWICE,DON'T MAKE THE SAME MISTAKES TWICE
4537,KNIGHTS DON'T GET SCARED OF DRAGONS,KNIGHTS DON'T GET SCARED OF DRAGONS
4538,HANDSHAKE,HANDSHAKE
4539,CHALK,CHALK
4540,NINE,I MAN NINE
4541,SUBTRACT,SUBTRACT
4542,WARMTH,WARMTH
4543,SHIRT,SHIRT
4544,SNAKE,SNAKE
4545,CLIFFHANGER,CLICK OO
4546,HOOF,HOOF
4547,SPOONS,SPOONS
4548,HIS CAR THUNDERED DOWN THE ROAD,HE CAR THUMTERED DOWN THE ROAD
4549,NINE NINE SIX NINE SIX ONE ZERO,NINE NINE SIX NINE SIX ONE ZERO
4550,TAB,TAB
4551,STOOGES,STOOGES
4552,PUSH,PUSH
4553,OASIS,OASIS
4554,PATHETIC,THETIC
4555,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
4556,SQUEEGEE,SQUEEGEE
4557,THURSDAY,THURDAY
4558,UNDERNEATH,UNDEREIGHTH
4559,PLAYHOUSE,PLAYHOUSE
4560,BREATH,BREATH
4561,THATCH,WATCH
4562,YANKEE,YYANKEE
4563,RUGBY,RUGBY
4564,BEYOND,BEYOND
4565,SIX,SIX
4566,AVERAGE,AVERAGE
4567,ONE,ONE
4568,CROSS,CROSK
4569,EIGHT,EIGHT
4570,HANDSHAKE,HANDSHAKE
4571,CHALK,CHALK
4572,NINE,NINE
4573,DON'T MAKE THE SAME MISTAKES TWICE,DON'T MAKE A MISTAKE TWICE
4574,TWO SIX FOUR ZERO TWO FOUR SIX,TWO SIX FOUR ZERO TWO FOUR SIX
4575,SUBTRACT,U
4576,BACKGROUND,BACKGROUND
4577,EATING BLUEBERRIES GIVES YOU BLUE HANDS,EATING BLUEBERRIES GIVES YOU BLUE HANDS
4578,JOIN,JOIN
4579,LURE,LURE
4580,DASHBOARD,DASHBOARD
4581,ENDURE,ENDURE
4582,TWO SIX NINE ZERO TWO TWO ZERO,TWO SIX NINE ZERO TWO TWO ZERO
4583,OVERALLS,OVERALLS
4584,SEARCH IN BETWEEN THE COUCH CUSHIONS,SEARCH IN BETWEEN THE COUCH CUSHIONCUSHIONS
4585,STEAKHOUSE,STEAKHOUSE
4586,SCALLYWAG,SCALLYWAG
4587,BIOLOGY,BIOLOGY
4588,MIDNIGHT,MIDNIGHT
4589,FANCY,FANCY
4590,PAYOUTS,PAYOUTS
4591,THREE,THREE
4592,TRUCK,TRUCK
4593,WHEN WILL WE GO ON VACATION,WHIL WE GO ON VACATION
4594,YIELDS,MILTS
4595,SUPER,SUPER
4596,WAVELET,WAVELET
4597,SIR HAVE YOU SEEN MY COAT,SIR HAVE YOU SEEN MY COAT
4598,THE FLEA CHASED THE DOG,THE FLEA CHASED THE DOG
4599,BECAUSE MY LEG IS SORE I CAN'T PLAY,CAUESE MY LEG  SORE  PLA
4600,SEVEN,SEVEN
4601,HE BREATHED A SIGH OF RELIEF,HE BREATHED A A SIGH OF OF RELIEF
4602,I'LL RENT AN APARTMENT TOMORROW,I'LL RENT AN APARTMENT TOMORROW
4603,NOTHING,NOTHING
4604,CHILDHOOD,CHILDHOOD
4605,HAWTHORNE,HAWTHORN
4606,TOURISTS,TOURIST
4607,TWO FOUR SEVEN SIX THREE SEVEN FOUR,TWO FOUR SEVEN SIX THREE SEVEN FOUR
4608,THAT WAS AN ODD DECISION,THAT WAS AN ODD DECISION
4609,POINTS,POINTS
4610,FRAGMENT,FRAGMENT
4611,CASHFLOW,CASHFLOW
4612,MUSICIAN,MUSICIAN
4613,I'M READY TO GO HOME,UNGRYT GO HOME
4614,SPOONS,SPOONS
4615,STUDIO,STUDIO
4616,SHE'LL BE READY VERY SOON,SHE'LL BE READY VERY SOON
4617,VAULTED,VAULTED
4618,MY CLOTHES ARE WET FROM THE RAIN,I CO ER WAY FROM THE RAIN
4619,COOPERATE,COOPERATE
4620,DISRUPT,DISRUPT
4621,OBSTACLE,OBSTACLES
4622,HOURLY,HOURLY
4623,ARCHRIVAL,ARCHRIVAL
4624,SHOE,SHOE
4625,SOUR,SOUR
4626,I HAVE ICE CREAM FOR YOU,I HAVE ICE CREAM BEFOR YOU
4627,WOMEN,OMEN
4628,HE WAS REALLY NICE TO US,HE WAS REALLY NICE TO US
4629,TEMPTATION,TEMPTATION
4630,GO INSIDE AND EAT YOUR DINNER,GO INSID AND EATE YOUR DINNER
4631,I THOUGHT I HEARD NEW VOICES,I THOUGHT I HEARD NEW VOICES
4632,DON'T LEAVE SO SOON,WILL BEAE SO SON
4633,REPRESENTS,REPRESENTS
4634,RAGTIME,RAGTIME
4635,WHITE,WHITE
4636,SWOOP,SWOOP
4637,CIVILIZED,CIVILIZED
4638,NUCLEAR,NUCLEAR
4639,HOMEMAKING,HOMEMAKING
4640,ADVANTAGE,ADVANTAGE
4641,SHEEPDOG,SHEEPDOG
4642,SMOOTHLY,SMOOTHLY
4643,SPRINGHILL,SPRINGHILL
4644,THROWER,THROWER
4645,TWO,TWO
4646,SCRAPBOOK,SCRAPBOOK
4647,PICTURE,PICTURE
4648,FIVE,FIVE
4649,BOOMERANG,BOOMERANG
4650,MOHAWK,MOHAWK
4651,PAGE,PAGE
4652,DESIGN,DESIGN
4653,ETHNIC,ETHNIC
4654,KINGPIN,KINGPIN
4655,MCDONALD,MCDONALD
4656,STEPFATHER,STEPFATHER
4657,UPDATED,UPDATED
4658,SINGER,SINGER
4659,SPOONS,SPOONS
4660,ATHLETE,ATHLETE
4661,ICEBERG,ICEBERG
4662,LOGIC,LOGIC
4663,CRENSHAW,CRENSHAW
4664,EASIER,EASIER
4665,OFFSHORE,OFFSHORE
4666,ROYAL,ROYAL
4667,BEHIND,BEHIND
4668,THANKS,THANKS
4669,TOYOTA,TOYOTA
4670,WOOLEN,WOOLEN
4671,SUBMIT,SUBMIT
4672,WAGGING,WAGGING
4673,NAPKIN,NAPKIN
4674,CHAIR,CHAIR
4675,PUSH,PUSH
4676,GUMSHOE,GUMSHOE
4677,WOOLEN,WOOLEN
4678,THANKS,THANKS
4679,TOYOTA,TOYOTA
4680,ROYAL,ROYAL
4681,BEHIND,BEHIND
4682,SINGER,SINGER
4683,SPOONS,SPOONS
4684,OFFSHORE,OFFSHORE
4685,CRENSHAW,CRENSHAW
4686,EASIER,EASIER
4687,ATHLETE,ATHLETE
4688,LOGIC,LOGIC
4689,ICEBERG,ICEBERG
4690,CHAIR,CHAIR
4691,NAPKIN,NAPKIN
4692,GUMSHOE,GUMSHOE
4693,PUSH,PUSH
4694,WAGGING,WAGGING
4695,SUBMIT,SUBMIT
4696,STEPFATHER,STEPFATHER
4697,UPDATED,UPDATED
4698,KINGPIN,KINGPIN
4699,MCDONALD,MCDONALD
4700,PAGE,PAGE
4701,DESIGN,DESIGN
4702,ETHNIC,ETHNIC
4703,THROWER,THROWER
4704,TWO,TWO
4705,SPRINGHILL,SPRINGHILL
4706,SCRAPBOOK,SCRAPBOOK
4707,MOHAWK,MOHAWK
4708,BOOMERANG,BOOMERANG
4709,PICTURE,PICTURE
4710,FIVE,FIVE
4711,RAGTIME,RAGTIME
4712,SWOOP,SWOOP
4713,WHITE,WHITE
4714,ADVANTAGE,ADVANTAGE
4715,HOMEMAKING,HOMEMAKING
4716,CIVILIZED,CIVILIZED
4717,NUCLEAR,NUCLEAR
4718,SHEEPDOG,SHEEPDOG
4719,SMOOTHLY,SMOOTHLY
4720,COWBOYS,COWBOYS
4721,EARTHQUAKE,EARTHQUAKE
4722,OBVIOUS,OBVIOUS
4723,HUMOR,HUMOR
4724,LIFEBOATS,LIFEBOATS
4725,ASPIRE,ASPIRE
4726,SHORTCHANGE,SHORTCHANGE
4727,SOUTHMOST,SOUTHMOST
4728,WONDERFUL,WONDERFUL
4729,TEN,TEN
4730,TOWN,TOWN
4731,ROCK,ROCK
4732,SUBDUE,SUBDUE
4733,VOWEL,VOWEL
4734,PUNISHMENT,PUNISHMENT
4735,GROWL,GROWL
4736,CAUTIOUSLY,CAUTIOUSLY
4737,MUTUAL,MUTUAL
4738,SCHOOL,SCHOOL
4739,BIRTHMARK,BIRTHMARK
4740,MISJUDGED,MISJUDGED
4741,FEMALE,FEMALE
4742,THROUGHOUT,THROUGHOUT
4743,TWENTY,TWENTY
4744,ZUCCHINI,ZUCCHINI
4745,SPOONS,SPOONS
4746,BATHE,BATHE
4747,JURORS,JURORS
4748,MATURE,MATURE
4749,DEPTHS,DEPTHS
4750,ENGRAVE,ENGRAVE
4751,OVERREACTION,OVERREACTION
4752,UNWILLING,UNWILLING
4753,STEAMSHIP,STEAMSHIP
4754,SHADES,SHADES
4755,SMOKE,SMOKE
4756,NOVEL,NOVEL
4757,CIRCUMSTANCE,CIRCUMSTANCE
4758,HERBALIST,HERBALIST
4759,PUSH,PUSH
4760,WEATHERPROOF,WEATHERPROOF
4761,SURROUND,SURROUND
4762,HERBALIST,HERBALIST
4763,NOVEL,NOVEL
4764,CIRCUMSTANCE,CIRCUMSTANCE
4765,SHADES,SHADES
4766,SMOKE,SMOKE
4767,SURROUND,SURROUND
4768,WEATHERPROOF,WEATHERPROOF
4769,BATHE,BATHE
4770,JURORS,JURORS
4771,MATURE,MATURE
4772,DEPTHS,DEPTHS
4773,ENGRAVE,ENGRAVE
4774,OVERREACTION,OVERREACTION
4775,UNWILLING,UNWILLING
4776,STEAMSHIP,STEAMSHIP
4777,SCHOOL,SCHOOL
4778,BIRTHMARK,BIRTHMARK
4779,MISJUDGED,MISJUDGED
4780,FEMALE,FEMALE
4781,THROUGHOUT,THROUGHOUT
4782,TWENTY,TWENTY
4783,ZUCCHINI,ZUCCHINI
4784,SPOONS,SPOONS
4785,ROCK,ROCK
4786,WONDERFUL,WONDERFUL
4787,TEN,TEN
4788,TOWN,TOWN
4789,COWBOYS,COWBOYS
4790,EARTHQUAKE,EARTHQUAKE
4791,OBVIOUS,OBVIOUS
4792,HUMOR,HUMOR
4793,LIFEBOATS,LIFEBOATS
4794,ASPIRE,ASPIRE
4795,SHORTCHANGE,SHORTCHANGE
4796,SOUTHMOST,SOUTHMOST
4797,PUNISHMENT,PUNISHMENT
4798,GROWL,GROWL
4799,CAUTIOUSLY,CAUTIOUSLY
4800,MUTUAL,MUTUAL
4801,SUBDUE,SUBDUE
4802,VOWEL,VOWEL
4803,VASE,VASE
4804,OBJECTED,OBJECTED
4805,PATHFINDER,PATHFINDER
4806,FOUR,FOUR
4807,PLAYOFFS,PLAYOFFS
4808,MOUTHS,MOUTHS
4809,BRONCO,BRONCO
4810,SEIZURE,SEIZURE
4811,TOOTHPASTE,TOOTHPASTE
4812,UNFORTUNATE,UNFORTUNATE
4813,STARVE,STARVE
4814,TECHNOLOGY,TECHNOLOGY
4815,WITHDRAWN,WITHDRAWN
4816,RED,RED
4817,SHOCK,SHOCK
4818,SOFTEN,SOFTEN
4819,ANNOUNCE,ANNOUNCE
4820,HOPEFUL,HOPEFUL
4821,LENGTHEN,LENGTHEN
4822,CONCEPT,CONCEPT
4823,DIRECT,DIRECT
4824,CHEWY,CHEWY
4825,NORMAL,NORMAL
4826,HARDSHIP,HARDSHIP
4827,SPOONS,SPOONS
4828,WASH,WASH
4829,SUGGEST,SUGGEST
4830,ORGANIZATIONS,ORGANIZATIONS
4831,CULTURES,CULTURES
4832,EMPLOYEES,EMPLOYEES
4833,AWESOME,AWESOME
4834,INTERRUPT,INTERRUPT
4835,LUMBERYARD,LUMBERYARD
4836,SLOGAN,SLOGAN
4837,PUSH,PUSH
4838,YELLOW,YELLOW
4839,THOUSAND,THOUSAND
4840,TREASURE,TREASURE
4841,SAFEWAY,SAFEWAY
4842,FAITHFUL,FAITHFUL
4843,BIGFOOT,BIGFOOT
4844,MICROWAVES,MICROWAVES
4845,VASE,VASE
4846,OBJECTED,OBJECTED
4847,PATHFINDER,PATHFINDER
4848,BRONCO,BRONCO
4849,MOUTHS,MOUTHS
4850,FOUR,FOUR
4851,PLAYOFFS,PLAYOFFS
4852,SEIZURE,SEIZURE
4853,STARVE,STARVE
4854,UNFORTUNATE,UNFORTUNATE
4855,TOOTHPASTE,TOOTHPASTE
4856,WITHDRAWN,WITHDRAWN
4857,TECHNOLOGY,TECHNOLOGY
4858,RED,RED
4859,SHOCK,SHOCK
4860,SOFTEN,SOFTEN
4861,CONCEPT,CONCEPT
4862,DIRECT,DIRECT
4863,ANNOUNCE,ANNOUNCE
4864,HOPEFUL,HOPEFUL
4865,LENGTHEN,LENGTHEN
4866,HARDSHIP,HARDSHIP
4867,CHEWY,CHEWY
4868,NORMAL,NORMAL
4869,SPOONS,SPOONS
4870,SUGGEST,SUGGEST
4871,WASH,WASH
4872,INTERRUPT,INTERRUPT
4873,LUMBERYARD,LUMBERYARD
4874,AWESOME,AWESOME
4875,ORGANIZATIONS,ORGANIZATIONS
4876,CULTURES,CULTURES
4877,EMPLOYEES,EMPLOYEES
4878,SLOGAN,SLOGAN
4879,PUSH,PUSH
4880,TREASURE,TREASURE
4881,THOUSAND,THOUSAND
4882,YELLOW,YELLOW
4883,SAFEWAY,SAFEWAY
4884,MICROWAVES,MICROWAVES
4885,BIGFOOT,BIGFOOT
4886,FAITHFUL,FAITHFUL
4887,HOPEFUL,HOPEFUL
4888,LENGTHEN,LENGTHEN
4889,ANNOUNCE,ANNOUNCE
4890,CONCEPT,CONCEPT
4891,DIRECT,DIRECT
4892,SHOCK,SHOCK
4893,SOFTEN,SOFTEN
4894,TECHNOLOGY,TECHNOLOGY
4895,WITHDRAWN,WITHDRAWN
4896,RED,RED
4897,VASE,VASE
4898,OBJECTED,OBJECTED
4899,PLAYOFFS,PLAYOFFS
4900,FOUR,FOUR
4901,BRONCO,BRONCO
4902,MOUTHS,MOUTHS
4903,TOOTHPASTE,TOOTHPASTE
4904,UNFORTUNATE,UNFORTUNATE
4905,STARVE,STARVE
4906,BIGFOOT,BIGFOOT
4907,MICROWAVES,MICROWAVES
4908,FAITHFUL,FAITHFUL
4909,SAFEWAY,SAFEWAY
4910,PUSH,PUSH
4911,YELLOW,YELLOW
4912,THOUSAND,THOUSAND
4913,TREASURE,TREASURE
4914,CULTURES,CULTURES
4915,EMPLOYEES,EMPLOYEES
4916,ORGANIZATIONS,ORGANIZATIONS
4917,INTERRUPT,INTERRUPT
4918,LUMBERYARD,LUMBERYARD
4919,AWESOME,AWESOME
4920,SLOGAN,SLOGAN
4921,NORMAL,NORMAL
4922,CHEWY,CHEWY
4923,HARDSHIP,HARDSHIP
4924,SPOONS,SPOONS
4925,WASH,WASH
4926,SUGGEST,SUGGEST
4927,SOFTEN,SOFTEN
4928,SHOCK,SHOCK
4929,HOPEFUL,HOPEFUL
4930,LENGTHEN,LENGTHEN
4931,ANNOUNCE,ANNOUNCE
4932,CONCEPT,CONCEPT
4933,DIRECT,DIRECT
4934,RED,RED
4935,TECHNOLOGY,TECHNOLOGY
4936,WITHDRAWN,WITHDRAWN
4937,VASE,VASE
4938,OBJECTED,OBJECTED
4939,PATHFINDER,PATHFINDER
4940,TOOTHPASTE,TOOTHPASTE
4941,UNFORTUNATE,UNFORTUNATE
4942,STARVE,STARVE
4943,SEIZURE,SEIZURE
4944,BRONCO,BRONCO
4945,MOUTHS,MOUTHS
4946,FOUR,FOUR
4947,PLAYOFFS,PLAYOFFS
4948,PUSH,PUSH
4949,YELLOW,YELLOW
4950,THOUSAND,THOUSAND
4951,TREASURE,TREASURE
4952,SAFEWAY,SAFFEWAY
4953,FAITHFUL,FAITHFUL
4954,MICROWAVES,MICROWAVES
4955,BIGFOOT,BIGFOOT
4956,SLOGAN,SLOGAN
4957,CULTURES,CULTURES
4958,ORGANIZATIONS,ORGANIZATIONS
4959,INTERRUPT,INTERRUPT
4960,LUMBERYARD,LUMBERYARD
4961,AWESOME,AWESOME
4962,NORMAL,NORMAL
4963,CHEWY,CHEWY
4964,HARDSHIP,HARDSHIP
4965,SPOONS,SPOONS
4966,WASH,WASH
4967,SUGGEST,SUGGEST
4968,WITHDRAWN,WITHDRAWN
4969,TECHNOLOGY,TECHNOLOGY
4970,RED,RED
4971,SHOCK,SHOCK
4972,SOFTEN,SOFTEN
4973,CONCEPT,CONCEPT
4974,DIRECT,DIRECT
4975,HOPEFUL,HOPEFUL
4976,LENGTHEN,LENGTHEN
4977,MOUTHS,MOUTHS
4978,BRONCO,BRONCO
4979,PLAYOFFS,PLAYO
4980,FOUR,FOUR
4981,SEIZURE,SEIZURE
4982,TOOTHPASTE,TOOTHPASTE
4983,UNFORTUNATE,UNFORTUNATE
4984,VASE,VASE
4985,OBJECTED,OBJECTED
4986,PATHFINDER,PATHFIND
4987,AWESOME,AWESOME
4988,INTERRUPT,INTERRUPT
4989,LUMBERYARD,LUMBERYARD
4990,CULTURES,CULTURES
4991,EMPLOYEES,EMPLOYEES
4992,ORGANIZATIONS,ORGANIZATIONS
4993,SLOGAN,SLOGAN
4994,PUSH,PUSH
4995,THOUSAND,THOUSAND
4996,TREASURE,TREAS
4997,YELLOW,YELLO
4998,SAFEWAY,SAFEWAY
4999,BIGFOOT,BIGFOOT
5000,MICROWAVES,MICROWAVES
5001,FAITHFUL,FAITHFUL
5002,SUGGEST,SUGGEST
5003,WASH,WASH
5004,HARDSHIP,HARDSHIP
5005,NORMAL,NORMAL
5006,CHEWY,CHEWY
5007,SPOONS,SPOONS
5008,AWESOME,AWESOMEWESOME
5009,LUMBERYARD,LUMBERYARD
5010,INTERRUPT,INTERRUPT
5011,CULTURES,CULTURES
5012,EMPLOYEES,EMPLOYEES
5013,ORGANIZATIONS,ORGANIZATIONS
5014,SLOGAN,SLOGAN
5015,PUSH,PUSH
5016,THOUSAND,THOUSAND
5017,TREASURE,TREASURE
5018,YELLOW,YELLOW
5019,SAFEWAY,SAFEWAY
5020,BIGFOOT,BIGFOOT
5021,MICROWAVES,MICROWAVES
5022,FAITHFUL,FAITHFUL
5023,SUGGEST,SUGGEST
5024,WASH,WASH
5025,HARDSHIP,HARDSHIP
5026,NORMAL,NORMAL
5027,CHEWY,CHEWY
5028,SPOONS,SPOONS
5029,MOUTHS,MOUTHS
5030,BRONCO,BRONCO
5031,PLAYOFFS,PLAYOFFS
5032,FOUR,FOUR
5033,SEIZURE,SEIZURE
5034,STARVE,STARVE
5035,TOOTHPASTE,TOOTHPASTE
5036,UNFORTUNATE,UNFORTUNATE
5037,VASE,VASE
5038,OBJECTED,OBJECTED
5039,PATHFINDER,PATHFINDER
5040,SHOCK,SHOCK
5041,SOFTEN,SOFTEN
5042,CONCEPT,CONCEPT
5043,DIRECT,DIRECT
5044,LENGTHEN,LENGTHEN
5045,HOPEFUL,HOPEFUL
5046,ANNOUNCE,ANNOUNCE
5047,RED,RED
5048,WITHDRAWN,WITHDRAWN
5049,TECHNOLOGY,TECHNOLOGY
5050,HANDSHAKE,HANDSHAKE
5051,CHALK,SHOCK
5052,NINE,NINE
5053,SUBTRACT,SUBTRACT
5054,WARMTH,WARMTH
5055,LOYAL,LOYAL
5056,AVERAGE,AVERAGE
5057,ONE,ONE
5058,CROSS,CROSS
5059,EIGHT,EIGHT
5060,SIX,SIX
5061,THATCH,THATCH
5062,TRAUMA,TRAUMA
5063,YANKEE,YANKEE
5064,RUGBY,RUGBY
5065,BEYOND,BEYOND
5066,WISEGUY,WISEGUY
5067,TAB,TAB
5068,REAL,REAL
5069,SPOONS,SPOONS
5070,SHIRT,SHIRT
5071,SNAKE,SNAKE
5072,CLIFFHANGER,CLIFFHANGER
5073,ALLOWING,AALLOWING
5074,BREATH,BREATH
5075,MOISTURE,MOISTURE
5076,PLAYHOUSE,PLAYHOUSE
5077,SCREWDRIVER,SCREWDRIVER
5078,SQUEEGEE,SQUEEGEE
5079,THURSDAY,THURSTEY
5080,UNDERNEATH,UNDERNEATH
5081,PUSH,PUSH
5082,STOOGES,STOOGES
5083,OASIS,OASIS
5084,PATHETIC,PATHETIC
5085,CHALK,CHALK
5086,NINE,NINE
5087,HANDSHAKE,HANDSHAKE
5088,WARMTH,WARMTH
5089,SUBTRACT,SUBTRACT
5090,SIX,SIX
5091,ONE,ONE
5092,CROSS,CROSS
5093,EIGHT,EIGHT
5094,AVERAGE,AVERAGE
